date,Rank,Company Name,% of Net Assets,Ticker,Identifier,Type,Shares Held,Market Value($),Notional Value($)
05_20_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4146,0,266902264
05_20_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,345,0,22508887
05_20_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3228,0,27244320
05_21_2021,1,EURO,74.63,–,–,Currency,232478505,283354872,0
05_21_2021,2,Cash,15.08,–,–,Cash,57248439,57248439,0
05_21_2021,3,EURO,8.81,–,–,Currency,27436495,33440789,0
05_21_2021,4,SCHWAB SHORT-TER,1.49,SCHO,US8085248628,Mutual Fund,109950,5640435,0
05_21_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2710,0,53847700
05_21_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,637,0,13383370
05_21_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8378219
05_21_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4165,0,262707965
05_21_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,347,0,22174672
05_21_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3243,0,26819610
05_24_2021,1,EURO,73.56,–,–,Currency,232478505,284064645,0
05_24_2021,2,Cash,14.85,–,–,Cash,57336038,57336038,0
05_24_2021,3,EURO,10.13,–,–,Currency,32031468,39139135,0
05_24_2021,4,SCHWAB SHORT-TER,1.46,SCHO,US8085248628,Mutual Fund,109950,5641535,0
05_24_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2710,0,53820600
05_24_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,637,0,13370630
05_24_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8399875
05_24_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4165,0,268557001
05_24_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,347,0,22645736
05_24_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3243,0,26949330
05_25_2021,1,EURO,73.09,–,–,Currency,232478505,284659424,0
05_25_2021,2,Cash,14.62,–,–,Cash,56933318,56933318,0
05_25_2021,3,EURO,10.84,–,–,Currency,34467958,42204458,0
05_25_2021,4,SCHWAB SHORT-TER,1.45,SCHO,US8085248628,Mutual Fund,109950,5642634,0
05_25_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2710,0,53766400
05_25_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,637,0,13357890
05_25_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8429094
05_25_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4165,0,271924231
05_25_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,347,0,22871604
05_25_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3243,0,26592600
05_26_2021,1,EURO,72.78,–,–,Currency,232478505,284029939,0
05_26_2021,2,Cash,14.48,–,–,Cash,56523553,56523553,0
05_26_2021,3,EURO,11.29,–,–,Currency,36061038,44057469,0
05_26_2021,4,SCHWAB SHORT-TER,1.45,SCHO,US8085248628,Mutual Fund,109950,5641535,0
05_26_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2710,0,53739300
05_26_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,637,0,13351520
05_26_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8385438
05_26_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4165,0,273103910
05_26_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,347,0,22986365
05_26_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3243,0,26268300
05_27_2021,1,EURO,73.58,–,–,Currency,232478505,283659120,0
05_27_2021,2,Cash,16.15,–,–,Cash,62276611,62276611,0
05_27_2021,3,EURO,8.8,–,–,Currency,27804078,33925203,0
05_27_2021,4,SCHWAB SHORT-TER,1.46,SCHO,US8085248628,Mutual Fund,109950,5642634,0
05_27_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2747,0,54830120
05_27_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,647,0,13645230
05_27_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8389219
05_27_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4225,0,267242578
05_27_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,352,0,22501165
05_27_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3287,0,26789050
05_28_2021,1,EURO,76.19,–,–,Currency,237395776,289182595,0
05_28_2021,2,Cash,14.59,–,–,Cash,55376656,55376656,0
05_28_2021,3,EURO,7.74,–,–,Currency,24104385,29362648,0
05_28_2021,4,SCHWAB SHORT-TER,1.49,SCHO,US8085248628,Mutual Fund,109950,5643734,0
05_28_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2747,0,54747710
05_28_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,647,0,13625820
05_28_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8390594
05_28_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4225,0,262634301
05_28_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,352,0,22116845
05_28_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3287,0,26000170
06_01_2021,1,EURO,74.01,–,–,Currency,237395776,290691078,0
06_01_2021,2,Cash,15.07,–,–,Cash,59208117,59208117,0
06_01_2021,3,EURO,9.48,–,–,Currency,30424165,37254383,0
06_01_2021,4,SCHWAB SHORT-TER,1.44,SCHO,US8085248628,Mutual Fund,109950,5641535,0
06_01_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2771,0,55253740
06_01_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,653,0,13765240
06_01_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8409156
06_01_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4261,0,273454081
06_01_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,355,0,23025923
06_01_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3317,0,26569170
06_02_2021,1,EURO,75.54,–,–,Currency,239437331,292267627,0
06_02_2021,2,Cash,14.87,–,–,Cash,57526762,57526762,0
06_02_2021,3,EURO,8.13,–,–,Currency,25774238,31461157,0
06_02_2021,4,SCHWAB SHORT-TER,1.46,SCHO,US8085248628,Mutual Fund,109950,5641535,0
06_02_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2771,0,55697100
06_02_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,653,0,13863190
06_02_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8397125
06_02_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4261,0,267339730
06_02_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,355,0,22507080
06_02_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3317,0,26867700
06_03_2021,1,EURO,76.58,–,–,Currency,239437331,290603972,0
06_03_2021,2,Cash,15.41,–,–,Cash,58477650,58477650,0
06_03_2021,3,EURO,6.53,–,–,Currency,20401928,24761725,0
06_03_2021,4,SCHWAB SHORT-TER,1.49,SCHO,US8085248628,Mutual Fund,109950,5639336,0
06_03_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2771,0,56306720
06_03_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,653,0,14006850
06_03_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8337656
06_03_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4261,0,259818965
06_03_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,355,0,21857621
06_03_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3317,0,27133060
06_04_2021,1,EURO,75.69,–,–,Currency,239437331,291240231,0
06_04_2021,2,Cash,16.79,–,–,Cash,64619613,64619613,0
06_04_2021,3,EURO,6.06,–,–,Currency,19159158,23304293,0
06_04_2021,4,SCHWAB SHORT-TER,1.47,SCHO,US8085248628,Mutual Fund,109950,5640435,0
06_04_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2807,0,57627710
06_04_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,662,0,14338920
06_04_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8364813
06_04_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4321,0,262635313
06_04_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,360,0,22100154
06_04_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3361,0,27862690
06_07_2021,1,EURO,73.97,–,–,Currency,239437331,291801025,0
06_07_2021,2,Cash,16.51,–,–,Cash,65138878,65138878,0
06_07_2021,3,EURO,8.08,–,–,Currency,26167263,31889907,0
06_07_2021,4,SCHWAB SHORT-TER,1.43,SCHO,US8085248628,Mutual Fund,109950,5640435,0
06_07_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2807,0,57880340
06_07_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,662,0,14378640
06_07_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8385094
06_07_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,4321,0,271039998
06_07_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,360,0,22800804
06_07_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3361,0,28097960
06_08_2021,1,EURO,72,–,–,Currency,239437331,291790356,0
06_08_2021,2,Cash,17.76,–,–,Cash,71977138,71977138,0
06_08_2021,3,EURO,8.85,–,–,Currency,29420560,35853372,0
06_08_2021,4,SCHWAB SHORT-TER,1.39,SCHO,US8085248628,Mutual Fund,109950,5639336,0
06_08_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2856,0,58747920
06_08_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,674,0,14625800
06_08_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4397,0,279547990
06_08_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,366,0,23452046
06_08_2021,9,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8374438
06_08_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3419,0,28651220
06_09_2021,1,EURO,69.44,–,–,Currency,243539865,296764595,0
06_09_2021,2,Cash,19.04,–,–,Cash,81372977,81372977,0
06_09_2021,3,EURO,10.2,–,–,Currency,35786062,43606973,0
06_09_2021,4,SCHWAB SHORT-TER,1.32,SCHO,US8085248628,Mutual Fund,109950,5640435,0
06_09_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,2953,0,60920390
06_09_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,697,0,15145810
06_09_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4527,0,295180369
06_09_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,378,0,24826906
06_09_2021,9,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8374094
06_09_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3535,0,29658650
06_10_2021,1,EURO,69.19,–,–,Currency,252073835,306823403,0
06_10_2021,2,Cash,19.34,–,–,Cash,85778818,85778818,0
06_10_2021,3,EURO,10.2,–,–,Currency,37151850,45221104,0
06_10_2021,4,SCHWAB SHORT-TER,1.27,SCHO,US8085248628,Mutual Fund,109950,5641535,0
06_10_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3052,0,63267960
06_10_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,721,0,15739430
06_10_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4676,0,306094844
06_10_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,390,0,25705365
06_10_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8383375
06_10_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3655,0,30884750
06_11_2021,1,EURO,72.54,–,–,Currency,261110836,316218178,0
06_11_2021,2,Cash,17.36,–,–,Cash,75669989,75669989,0
06_11_2021,3,EURO,8.8,–,–,Currency,31689422,38377463,0
06_11_2021,4,SCHWAB SHORT-TER,1.29,SCHO,US8085248628,Mutual Fund,109950,5641535,0
06_11_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3052,0,64000440
06_11_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,721,0,15926890
06_11_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4676,0,298263258
06_11_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,390,0,25065457
06_11_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8335250
06_11_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3655,0,30921300
06_14_2021,1,EURO,72.14,–,–,Currency,261110836,316582405,0
06_14_2021,2,Cash,17.5,–,–,Cash,76819855,76819855,0
06_14_2021,3,EURO,9.08,–,–,Currency,32850702,39829654,0
06_14_2021,4,SCHWAB SHORT-TER,1.29,SCHO,US8085248628,Mutual Fund,109950,5640435,0
06_14_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3052,0,64885520
06_14_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,721,0,16135980
06_14_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4676,0,299910764
06_14_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,390,0,25198356
06_14_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8345906
06_14_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3655,0,30994400
06_15_2021,1,EURO,72.6,–,–,Currency,261110836,316636151,0
06_15_2021,2,Cash,19.09,–,–,Cash,83266917,83266917,0
06_15_2021,3,EURO,7.02,–,–,Currency,25240002,30607298,0
06_15_2021,4,SCHWAB SHORT-TER,1.29,SCHO,US8085248628,Mutual Fund,109950,5639336,0
06_15_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3088,0,66669920
06_15_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,730,0,16592900
06_15_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4692,0,292453434
06_15_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,391,0,24541812
06_15_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8350719
06_15_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3699,0,31367520
06_16_2021,1,EURO,73.55,–,–,Currency,265233673,321436919,0
06_16_2021,2,Cash,18.25,–,–,Cash,79749842,79749842,0
06_16_2021,3,EURO,6.92,–,–,Currency,24941999,30227230,0
06_16_2021,4,SCHWAB SHORT-TER,1.29,SCHO,US8085248628,Mutual Fund,109950,5633838,0
06_16_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3100,0,66805000
06_16_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,733,0,16624440
06_16_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4775,0,297095680
06_16_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,397,0,24883767
06_16_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8276813
06_16_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3714,0,31494720
06_17_2021,1,EURO,73.8,–,–,Currency,265233673,316742307,0
06_17_2021,2,Cash,18.56,–,–,Cash,79639852,79639852,0
06_17_2021,3,EURO,6.33,–,–,Currency,22737687,27153368,0
06_17_2021,4,SCHWAB SHORT-TER,1.31,SCHO,US8085248628,Mutual Fund,109950,5631639,0
06_17_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3100,0,66898000
06_17_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,733,0,16653760
06_17_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4775,0,290304581
06_17_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,397,0,24311734
06_17_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8202563
06_17_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3714,0,31346160
06_18_2021,1,EURO,72.57,–,–,Currency,265041396,314234864,0
06_18_2021,2,Cash,18.5,–,–,Cash,80103120,80103120,0
06_18_2021,3,EURO,7.63,–,–,Currency,27853997,33023887,0
06_18_2021,4,SCHWAB SHORT-TER,1.3,SCHO,US8085248628,Mutual Fund,109950,5629440,0
06_18_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3100,0,67518000
06_18_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,733,0,16793030
06_18_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4775,0,293820025
06_18_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,397,0,24598044
06_18_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8175750
06_18_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3714,0,31086180
06_21_2021,1,EURO,71.86,–,–,Currency,265041396,315690834,0
06_21_2021,2,Cash,18.58,–,–,Cash,81617378,81617378,0
06_21_2021,3,EURO,8.28,–,–,Currency,30543437,36380291,0
06_21_2021,4,SCHWAB SHORT-TER,1.28,SCHO,US8085248628,Mutual Fund,109950,5629440,0
06_21_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3100,0,68510000
06_21_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,733,0,17020260
06_21_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4775,0,298138906
06_21_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,397,0,24957907
06_21_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8201531
06_21_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3714,0,31383300
06_22_2021,1,EURO,70.17,–,–,Currency,265041396,315371540,0
06_22_2021,2,Cash,19.14,–,–,Cash,86019575,86019575,0
06_22_2021,3,EURO,9.44,–,–,Currency,35659747,42431370,0
06_22_2021,4,SCHWAB SHORT-TER,1.25,SCHO,US8085248628,Mutual Fund,109950,5632739,0
06_22_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3124,0,69790160
06_22_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,739,0,17322160
06_22_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4812,0,305813734
06_22_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,400,0,25587511
06_22_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8219750
06_22_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3743,0,31590920
06_23_2021,1,EURO,68.57,–,–,Currency,267562494,319683729,0
06_23_2021,2,Cash,19.39,–,–,Cash,90415614,90415614,0
06_23_2021,3,EURO,10.82,–,–,Currency,42231123,50457755,0
06_23_2021,4,SCHWAB SHORT-TER,1.21,SCHO,US8085248628,Mutual Fund,109950,5630540,0
06_23_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3173,0,71138660
06_23_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,751,0,17640990
06_23_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4882,0,318890915
06_23_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,406,0,26694442
06_23_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8214594
06_23_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3801,0,32004420
06_24_2021,1,EURO,68.73,–,–,Currency,274257844,327093211,0
06_24_2021,2,Cash,18.94,–,–,Cash,90134151,90134151,0
06_24_2021,3,EURO,11.15,–,–,Currency,44480958,53050149,0
06_24_2021,4,SCHWAB SHORT-TER,1.18,SCHO,US8085248628,Mutual Fund,109950,5629440,0
06_24_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3234,0,71471400
06_24_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,765,0,17732700
06_24_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,4977,0,327003864
06_24_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,414,0,27398547
06_24_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8215625
06_24_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,3874,0,32580340
06_25_2021,1,EURO,67.51,–,–,Currency,283480516,338787590,0
06_25_2021,2,Cash,20.82,–,–,Cash,104471386,104471386,0
06_25_2021,3,EURO,10.55,–,–,Currency,44299378,52942191,0
06_25_2021,4,SCHWAB SHORT-TER,1.12,SCHO,US8085248628,Mutual Fund,109950,5628341,0
06_25_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3405,0,74944050
06_25_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,806,0,18626660
06_25_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5239,0,344675172
06_25_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,436,0,28908611
06_25_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8215281
06_25_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4079,0,34753080
06_28_2021,1,Cash,80.09,–,–,Cash,407748598,407748598,0
06_28_2021,2,EURO,10.96,–,–,Currency,46803962,55820676,0
06_28_2021,3,EURO,7.84,–,–,Currency,33480516,39930487,0
06_28_2021,4,SCHWAB SHORT-TER,1.11,SCHO,US8085248628,Mutual Fund,109950,5629440,0
06_28_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3429,0,75780900
06_28_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,812,0,18814040
06_28_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5278,0,349361337
06_28_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,439,0,29267714
06_28_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8210125
06_28_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4108,0,35616360
06_29_2021,1,Cash,79.36,–,–,Cash,404203031,404203031,0
06_29_2021,2,EURO,11.13,–,–,Currency,47603775,56672510,0
06_29_2021,3,EURO,8.41,–,–,Currency,35995697,42853040,0
06_29_2021,4,SCHWAB SHORT-TER,1.11,SCHO,US8085248628,Mutual Fund,109950,5631639,0
06_29_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3429,0,75780900
06_29_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,812,0,18830280
06_29_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5278,0,349612991
06_29_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,439,0,29288269
06_29_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8195000
06_29_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4108,0,35082320
06_30_2021,1,Cash,78.64,–,–,Cash,403937635,403937635,0
06_30_2021,2,EURO,11.95,–,–,Currency,51781575,61407873,0
06_30_2021,3,EURO,8.31,–,–,Currency,35995697,42687369,0
06_30_2021,4,SCHWAB SHORT-TER,1.1,SCHO,US8085248628,Mutual Fund,109950,5631639,0
06_30_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3429,0,75712320
06_30_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,812,0,18846520
06_30_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5278,0,352830582
06_30_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,439,0,29560291
06_30_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8157188
06_30_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4108,0,34918000
07_01_2021,1,Cash,77.85,–,–,Cash,416346886,416346886,0
07_01_2021,2,EURO,13.11,–,–,Currency,59099335,70139253,0
07_01_2021,3,EURO,7.99,–,–,Currency,35995697,42719792,0
07_01_2021,4,SCHWAB SHORT-TER,1.05,SCHO,US8085248628,Mutual Fund,109950,5629440,0
07_01_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3503,0,78397140
07_01_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,829,0,19498080
07_01_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5392,0,368916212
07_01_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,448,0,30869784
07_01_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8152375
07_01_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4197,0,35590560
07_02_2021,1,Cash,77.11,–,–,Cash,419568965,419568965,0
07_02_2021,2,EURO,12.48,–,–,Currency,57321271,67885633,0
07_02_2021,3,EURO,9.38,–,–,Currency,43073637,51012147,0
07_02_2021,4,SCHWAB SHORT-TER,1.04,SCHO,US8085248628,Mutual Fund,109950,5631639,0
07_02_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3563,0,81307660
07_02_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,843,0,20198280
07_02_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5492,0,373014756
07_02_2021,8,ECX EMISSION      DEC22,0,MOZ22,–,Future,456,0,31192781
07_02_2021,9,EURO FX CURR FUT  SEP21,0,ECU1,–,Future,55,0,8154094
07_02_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,4269,0,36585330
07_06_2021,1,Cash,79.56,–,–,Cash,420236707,420236707,0
07_06_2021,2,EURO,10.97,–,–,Currency,48984201,57948210,0
07_06_2021,3,EURO,8.4,–,–,Currency,37490929,44351692,0
07_06_2021,4,SCHWAB SHORT-TER,1.07,SCHO,US8085248628,Mutual Fund,109950,5632739,0
07_06_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,3599,0,83604770
07_06_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,852,0,20746200
07_06_2021,7,ECX EMISSION      DEC21,0,MOZ21,–,Future,5553,0,354867516
